model,hidden_layers,n_outputs,threshold,validation_precision_micro,validation_recall_micro,validation_f1_micro,test_precision_micro,test_recall_micro,test_f1_micro
CNN,"(128, 64)",10,0.5,0.9308755760368663,0.792156862745098,0.8559322033898306,0.0,0.0,0.0
